order_id,customer_id,order_date,order_amount,shipping_address,order_status,payment_id,payment_date,payment_amount,payment_method,payment_status,cohort_month,order_month,cohort_index
31d3bfde-52dd-4d35-bca6-ee6bddf1eb60,5012,2022-05-23,119.37,"65423 Garcia Light, West Melanieview, AS 06196",delivered,fbc581f1-ecc0-4ebe-9a7b-305767ba1cd8,2022-02-06,351.2,credit card,completed,2022-05,2022-05,0
c5c2b825-8f6c-413b-8629-d6016c9cfaf0,2674,2023-01-25,55.45,"3116 Henderson Mountain Apt. 106, Laurenville, IA 25613",shipped,33a9b7ec-b03c-4699-8383-85ee5cccff7f,2022-07-29,374.41,paypal,completed,2021-12,2023-01,13
91aa0969-a980-47e2-94f1-0934138f7190,2139,2024-05-07,32.45,"41182 Campbell Fords, Jamesview, NY 64533",shipped,5df2f9e6-fcd4-497b-8205-7986715d6a60,2021-09-04,261.47,credit card,completed,2024-05,2024-05,0
53daca7e-9985-498f-ab64-960e554d6a4c,5741,2021-05-03,492.76,"PSC 0164, Box 0052, APO AP 34836",shipped,2a001a3a-e2a6-48e3-8dc1-35f0f40e035e,2024-06-25,113.28,bank transfer,completed,2021-05,2021-05,0
370c52d4-d1eb-43cd-8953-a82deff9b837,9751,2022-04-28,367.27,"Unit 1693 Box 4060, DPO AP 71076",shipped,be343dfd-f2d0-4dd5-b1df-907f512f43ca,2022-11-22,36.83,bank transfer,completed,2022-04,2022-04,0
deba8515-0d51-4a5d-836e-8cf8bef1a17c,8517,2023-12-16,80.01,"48734 Jones Heights Apt. 455, East Edwardfurt, UT 20529",shipped,215c2a7e-ca60-400f-b9a8-baeb4590cc33,2020-01-07,369.32,bank transfer,completed,2023-12,2023-12,0
f859dd24-2c29-412d-a276-74ff6af3a98a,9348,2021-06-24,251.82,"USCGC King, FPO AE 62145",shipped,cc301fcc-a3bb-4118-9eaa-c6468d3d2267,2024-09-30,483.71,credit card,completed,2021-06,2021-06,0
c9822b6b-d81d-467a-b948-1c070e774b97,1188,2021-06-26,343.34,"965 Troy Islands Apt. 735, Matthewview, OH 01831",shipped,1764a418-0402-471e-abda-e71902d3243a,2025-04-14,81.51,paypal,completed,2021-06,2021-06,0
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,"37498 Hooper Village, West Jeremy, HI 40119",delivered,7c870567-9478-4639-aed6-3453daf9cea0,2022-01-05,420.0,bank transfer,completed,2021-09,2021-09,0
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,"37498 Hooper Village, West Jeremy, HI 40119",delivered,5297cf20-0128-46e0-976f-8612f7c79fcc,2023-10-16,442.48,paypal,completed,2021-09,2021-09,0
2c610330-5b13-4ea1-89d5-e22b4ea87343,3591,2021-09-05,232.32,"37498 Hooper Village, West Jeremy, HI 40119",delivered,0e378f4d-08e1-4979-a311-d667c001815e,2021-12-08,289.03,bank transfer,completed,2021-09,2021-09,0
433e208c-a01b-4b38-9a72-c6552454de55,5889,2021-08-01,422.42,"9909 Stacey Fords Apt. 412, East Andrea, GA 00851",delivered,08000f1d-15e3-4f4a-b478-d30095fd5fa3,2023-12-15,368.36,bank transfer,completed,2021-08,2021-08,0
c7a1fd56-a7e6-4efe-8b22-8c3496b4ebe1,6038,2025-03-01,127.33,"876 Jacob Lake, Garrettton, IL 35504",shipped,b3fdb117-3b95-443a-8f56-d99f2d1efd4a,2025-04-16,178.48,paypal,completed,2024-08,2025-03,7
687bc393-d069-43c7-83f3-e0c4806cd9ce,3705,2021-11-01,139.88,"5339 Hall Trail Suite 057, Hughesberg, NM 05353",delivered,e3c79bd3-f020-4f21-9dea-cc28261d4c14,2024-09-26,233.12,bank transfer,completed,2021-11,2021-11,0
73d4d53b-7dc6-4255-b811-51195adfbbd0,4750,2020-06-24,43.03,"32858 Rivas Glens Suite 451, Mccartyberg, WV 30072",shipped,7eea708d-e44e-4fc1-859a-074677f544d3,2021-03-01,102.29,credit card,completed,2020-06,2020-06,0
fd8d957c-4af6-49fc-8b82-b8d35b9ed8a3,6413,2024-07-30,44.72,"516 Joseph Crossing Suite 549, Carsonstad, CT 88953",shipped,f0106dde-5e82-4dac-aed6-31b17e3d1740,2020-11-21,385.68,credit card,completed,2024-07,2024-07,0
cdcd6add-ae12-4912-b38a-850475540ce1,9834,2020-09-20,74.83,"261 Gilbert Harbors Apt. 537, Sampsonstad, CT 90374",delivered,513b2d1e-910a-41d3-b70d-3295bf7d590c,2020-11-13,360.42,bank transfer,completed,2020-09,2020-09,0
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,"PSC 5064, Box 3171, APO AP 28302",pending,d6598486-94a4-4ea8-b315-774e34951f8c,2021-10-17,325.53,credit card,completed,2021-12,2021-12,0
007d731a-1c94-4075-a0e6-f2ba0c139e80,8744,2021-12-15,129.07,"PSC 5064, Box 3171, APO AP 28302",pending,28aa7866-01a9-4cfb-a291-994e097d33d2,2021-11-07,211.71,paypal,completed,2021-12,2021-12,0
6dad785c-9512-4290-9bc8-9c5872699171,5073,2022-02-14,103.88,"5452 Jones Village Apt. 161, Lisaside, AR 77370",delivered,c79058e6-d0d5-4a18-905b-c9e597004e18,2021-12-25,106.0,credit card,completed,2022-02,2022-02,0
a7842ff8-0936-477b-89b0-8fb43c1fe63d,8350,2025-02-02,78.69,"5604 Bell Ports, East Diane, IN 14685",shipped,cedfc4b0-055b-4287-8d48-26ab770da858,2023-08-04,148.06,credit card,completed,2022-03,2025-02,35
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,"9368 Chelsea Shoals, Anthonyview, UT 41000",shipped,39d97945-4192-4691-ab73-a5926bf38fd7,2024-03-19,72.73,bank transfer,completed,2021-11,2021-11,0
77106904-137e-43e5-97ed-aa7fe9ffad31,5563,2021-11-11,236.69,"9368 Chelsea Shoals, Anthonyview, UT 41000",shipped,ce1778ea-f714-4611-a684-bca6ee6efecb,2023-07-07,393.42,credit card,completed,2021-11,2021-11,0
b9f3c3fa-e260-408d-bef0-be1349849bf2,8260,2024-11-26,405.93,"96120 Julie Forge, Barnesmouth, GA 49004",delivered,bf37c09d-ba8d-45cd-8792-8a7eaa2f4831,2024-05-23,486.93,paypal,completed,2021-05,2024-11,42
c4283b34-ca6d-4726-9724-f382a99b8643,5345,2020-10-11,463.99,"127 Webster Trace, Maldonadoshire, SD 83770",pending,78097b41-56a4-49a7-8ac3-7968086254d8,2024-05-15,151.62,credit card,completed,2020-10,2020-10,0
6623256f-5f23-44be-b262-e79cfc93b1f6,1936,2023-07-26,34.57,"685 Michael Falls, West Stacey, NM 25667",pending,0b99b592-0984-47fc-acff-fa8eead239f8,2021-09-14,215.33,paypal,completed,2023-07,2023-07,0
16a5a708-378a-48e3-ab51-f2893588449c,2312,2021-04-09,427.16,"Unit 7359 Box 7746, DPO AP 69636",shipped,745b4e09-9fc0-4413-91c3-e41522ea7668,2020-10-18,434.83,bank transfer,completed,2020-08,2021-04,8
b4ca0090-103e-404c-a29d-65360697f3fd,5033,2020-02-24,293.67,"USNV Moody, FPO AE 05521",shipped,339f187c-2d14-4539-984a-adebd2c0f5a2,2023-09-05,413.59,credit card,completed,2020-02,2020-02,0
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,"779 Rebecca Brook, Jasonberg, OH 95821",delivered,138d46fe-0e91-43d6-a45f-75698fb360e5,2025-02-13,470.64,credit card,completed,2021-07,2021-07,0
eb9066fb-3573-4872-bfee-a9f28439b304,2343,2021-07-11,215.42,"779 Rebecca Brook, Jasonberg, OH 95821",delivered,8f83c50b-6ce4-4403-9edf-494801e5f1a7,2024-11-20,107.24,paypal,completed,2021-07,2021-07,0
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,"7962 Bell Canyon Suite 964, North Emilyfurt, MN 67752",shipped,065c5076-27d1-4822-9378-bd48b2739f1b,2021-07-16,38.0,paypal,completed,2021-09,2021-09,0
303bf35c-2002-442f-b5aa-7526e01804d2,2638,2021-09-16,45.9,"7962 Bell Canyon Suite 964, North Emilyfurt, MN 67752",shipped,9af7d512-0860-474c-a658-23b5125836aa,2021-06-07,323.53,bank transfer,completed,2021-09,2021-09,0
40ccba40-140d-4091-af18-9299078fa943,5956,2024-09-28,309.72,"8313 Joel Park, West Angelastad, NH 72806",delivered,96a94aa9-f0cc-4d92-bbda-aa6ba1198d98,2025-01-30,379.82,bank transfer,completed,2023-12,2024-09,9
19ee7e27-e8b3-4f70-95c9-4e49242dce28,1832,2022-03-23,55.23,"USNS Li, FPO AP 95020",pending,82ce2792-9047-436b-b9b8-ace723fe976e,2021-10-10,148.7,paypal,completed,2022-03,2022-03,0
0e3ffa15-309f-467b-92aa-9c7a332f37b5,3426,2022-03-13,220.6,"028 Ann Shore Suite 865, South Rhonda, MA 72102",shipped,4fc73c6a-f421-48ab-8260-5ad0ca687eca,2020-08-22,242.99,credit card,completed,2022-03,2022-03,0
810ca4c7-6ea9-4913-95f8-6a6e78736da1,6050,2021-11-19,188.68,"733 Grant Fork Suite 437, Timothyside, WY 95090",shipped,356636c7-4ae0-4cff-bfeb-87a5407bb740,2025-01-02,363.3,credit card,completed,2020-02,2021-11,21
089b8b7f-05da-4ede-b04a-a7af025667f3,3532,2025-04-22,463.62,"40049 Sarah Isle Suite 788, Smallberg, PR 66589",shipped,b8ea86ad-0001-439c-b69f-b85b5838291e,2024-03-24,274.06,paypal,completed,2021-08,2025-04,44
c42358db-3f60-4b84-b637-ab6d52d4b163,7755,2024-07-22,22.15,"PSC 6851, Box 6122, APO AA 42916",delivered,451fbae6-76f3-4cb7-815c-fd4a4a01ff5e,2021-06-06,30.73,paypal,completed,2024-07,2024-07,0
36c172bc-4186-4c9c-98b2-122cf8233ecd,2771,2024-08-24,197.45,"519 Bryan Plaza Apt. 982, West Melissa, NV 15736",shipped,26259fcf-e1fe-46e3-b0f9-e2a25a6b3db1,2025-04-27,112.58,paypal,completed,2024-08,2024-08,0
350cee3c-95fd-4234-9d7b-e325f3d6f338,8711,2023-08-15,118.99,"87072 Bryant Centers Suite 406, Lisaborough, OR 10073",pending,ef4793b4-301f-47d0-a71e-f4c63ca62f1e,2021-03-01,144.19,credit card,completed,2022-02,2023-08,18
bd195952-e664-4da3-a0eb-0e3e8886bf87,7528,2024-01-10,170.85,"Unit 7868 Box 6337, DPO AA 20833",shipped,bdb4eb5b-57a6-4f55-ad30-39546705b0af,2021-07-04,54.15,paypal,completed,2023-09,2024-01,4
3f803d6a-5862-4b1b-974b-0fe8f3c129bf,7548,2023-04-10,342.96,"USS Allen, FPO AE 13725",delivered,48716ad1-be6a-4a4e-a2c9-8703c484168d,2023-02-20,185.7,bank transfer,completed,2023-02,2023-04,2
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,"6287 Melissa Hills, Port Steven, AR 74214",pending,f0ad7ea2-0df0-4289-9194-345ac0f4cea9,2021-07-20,390.46,credit card,completed,2021-09,2021-09,0
8420dcc2-7987-459e-8e68-1e3cd674530b,1626,2021-09-11,63.12,"6287 Melissa Hills, Port Steven, AR 74214",pending,42b586c5-efdb-498d-b060-920e836d9253,2024-07-14,192.86,credit card,completed,2021-09,2021-09,0
0eeb9483-8ea9-4177-9fb9-bd8aad695be0,6409,2021-12-26,315.35,"700 Smith Pines Suite 840, Drakeburgh, CT 13125",delivered,fdf1e52b-81eb-4b09-a84d-8d4393c77762,2021-03-29,22.88,paypal,completed,2021-12,2021-12,0
b68f841d-4331-4341-921b-6014e0d40770,6279,2020-09-14,237.84,"886 Anthony Knoll Apt. 995, Smithchester, MS 11602",pending,92dfde84-86fb-4dc0-aed8-817b7d4939c5,2021-10-08,128.36,credit card,completed,2020-09,2020-09,0
b68f841d-4331-4341-921b-6014e0d40770,6279,2020-09-14,237.84,"886 Anthony Knoll Apt. 995, Smithchester, MS 11602",pending,ee6d1b05-b231-402c-8ece-219bc5f745ed,2023-10-30,69.91,paypal,completed,2020-09,2020-09,0
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,"737 Guerra Cliff, Chambersberg, SC 40193",shipped,bb92c771-c394-4cc1-812d-5f29c58b874e,2022-11-22,230.61,credit card,completed,2025-04,2025-04,0
37b71311-3576-4bd4-b8c3-4e048c12f5f9,6085,2025-04-22,120.07,"737 Guerra Cliff, Chambersberg, SC 40193",shipped,766b2f24-12a1-4aa9-b4a4-3dfac6b5e8f3,2024-01-20,158.11,bank transfer,completed,2025-04,2025-04,0
2bfdfcde-7a5e-4205-8274-7b3af6b84ff4,3414,2021-04-15,21.97,"1797 Ferguson Ways Suite 805, North Kaylastad, GA 85304",shipped,ca025987-8952-4e1b-be37-ac4bc40977b4,2020-04-08,300.65,bank transfer,completed,2021-04,2021-04,0
2bfdfcde-7a5e-4205-8274-7b3af6b84ff4,3414,2021-04-15,21.97,"1797 Ferguson Ways Suite 805, North Kaylastad, GA 85304",shipped,ee5318a6-3a73-4ee4-b974-041d560b173d,2021-02-05,150.58,paypal,completed,2021-04,2021-04,0
124c675e-4ced-4aec-8502-bda619250035,8478,2023-01-04,75.34,"819 Joseph Plains Suite 807, South Curtis, MP 86179",pending,27e33ed6-cc02-4578-b8d5-df44b3db5fb6,2024-08-22,150.94,credit card,completed,2023-01,2023-01,0
